order,step,label,success,exception,elapsed_s,start_offset_s,end_offset_s
1,paint_process,,true,false,37.535217,0.000002,37.535220
2,ordered_paint_motion_chain,,true,false,34.258017,0.000054,34.258071
3,pickup_plan_build,refresh_runtime_config,true,false,0.000032,0.000067,0.000099
4,pickup_plan_build,resolve_pickup_base_position,true,false,0.000018,0.000112,0.000130
5,pickup_plan_build,resolve_paint_base_position,true,false,0.000014,0.000193,0.000207
6,pickup_plan_build,project_initial_pivot_path,true,false,0.600395,0.000249,0.600644
7,pickup_plan_build,project_carried_rotation_path,true,false,0.385519,0.600857,0.986377
8,vacuum_on,,true,false,0.000030,0.986696,0.986725
9,pickup_phase,Changing plane combined with first pivot contact pose,true,false,0.000023,0.986739,0.986762
10,execute_paint_contact_paths,,true,false,0.035171,0.986770,1.021941
11,paint_contact_prepare,refresh_runtime_config,true,false,0.000051,0.986774,0.986825
12,paint_contact_job_prepare,job_1:build_execution_path,true,false,0.000307,0.986848,0.987155
13,paint_contact_job_prepare,job_1:build_command_path,true,false,0.000324,0.987175,0.987500
14,paint_contact_job_debug,job_1:build_diagnostics,true,false,0.000977,0.987864,0.988841
15,paint_contact_job_debug,job_1:write_debug_dump,true,false,0.032507,0.988854,1.021361
16,pre_release_dropoff,,true,false,0.000128,34.258086,34.258214
17,vacuum_off,,true,false,0.000024,34.258160,34.258184
18,return_after_paint_process,,true,false,3.276967,34.258247,37.535214
19,move_to_calibration_position,,true,false,3.276957,34.258252,37.535209
20,unwind_joint6_before_calibration_return,,true,false,0.003017,34.258253,34.261270
21,move_with_z_offset,CALIBRATION,true,false,3.273904,34.261287,37.535192
