order,step,label,success,exception,elapsed_s,start_offset_s,end_offset_s
1,paint_process,,true,false,29.004622,0.000003,29.004625
2,ordered_paint_motion_chain,,true,false,25.846108,0.000042,25.846150
3,pickup_plan_build,refresh_runtime_config,true,false,0.000025,0.000056,0.000081
4,pickup_plan_build,resolve_pickup_base_position,true,false,0.000020,0.000091,0.000111
5,pickup_plan_build,resolve_paint_base_position,true,false,0.000012,0.000152,0.000164
6,pickup_plan_build,project_initial_pivot_path,true,false,0.166324,0.000203,0.166527
7,pickup_plan_build,project_carried_rotation_path,true,false,0.159660,0.166749,0.326409
8,vacuum_on,,true,false,0.042763,0.326793,0.369556
9,pickup_phase,Changing plane combined with first pivot contact pose,true,false,0.000037,0.369577,0.369614
10,execute_paint_contact_paths,,true,false,0.012221,0.369622,0.381843
11,paint_contact_prepare,refresh_runtime_config,true,false,0.000040,0.369627,0.369667
12,paint_contact_job_prepare,job_1:build_execution_path,true,false,0.000225,0.369686,0.369911
13,paint_contact_job_prepare,job_1:build_command_path,true,false,0.000305,0.369930,0.370235
14,paint_contact_job_debug,job_1:build_diagnostics,true,false,0.000144,0.370505,0.370649
15,paint_contact_job_debug,job_1:write_debug_dump,true,false,0.010919,0.370656,0.381575
16,pre_release_dropoff,,true,false,1.952939,25.846165,27.799104
17,pickup_phase,Returning to align pose for release,true,false,1.688411,25.846283,27.534694
18,vacuum_off,,true,false,0.264297,27.534707,27.799004
19,return_after_paint_process,,true,false,1.205458,27.799160,29.004619
20,move_to_calibration_position,,true,false,1.205447,27.799166,29.004613
21,unwind_joint6_before_calibration_return,,true,false,0.007675,27.799167,27.806843
22,move_with_z_offset,CALIBRATION,true,false,1.197726,27.806871,29.004597
