point_index,x_mm,y_mm,z_mm,rx_deg,ry_deg,rz_deg,requested_velocity_percent,requested_acceleration_percent
322,-145.905259424,81.3033418509,200.061,-179.945,-0.097,180.15307963,100,80
323,-146.882005642,81.2989389711,200.061,-179.945,-0.097,180.20063458,100,80
324,-147.857126424,81.293410085,200.061,-179.945,-0.097,180.251505108,100,80
325,-148.83190826,81.2869389271,200.061,-179.945,-0.097,180.303058083,100,80
326,-149.807222784,81.2797328325,200.061,-179.945,-0.097,180.353510215,100,80
327,-150.783597027,81.2719862913,200.061,-179.945,-0.097,180.401784048,100,80
328,-151.761318673,81.2638685097,200.061,-179.945,-0.097,180.447292305,100,80
329,-152.740532688,81.2555259928,200.061,-179.945,-0.097,180.489740012,100,80
330,-153.721309899,81.2470904967,200.061,-179.945,-0.097,180.528984089,100,80
331,-154.703687067,81.2386863399,200.061,-179.945,-0.097,180.564951318,100,80
332,-155.687686638,81.2304350341,200.061,-179.945,-0.097,180.597597908,100,80
333,-156.673325032,81.2224575217,200.061,-179.945,-0.097,180.626892491,100,80
334,-157.660615626,81.2148749741,200.061,-179.945,-0.097,180.652809961,100,80
335,-158.64956965,81.2078089048,200.061,-179.945,-0.097,180.675329589,100,80
