point_index,x_mm,y_mm,z_mm,rx_deg,ry_deg,rz_deg,requested_velocity_percent,requested_acceleration_percent
336,-159.64019636,81.2013810021,200.061,-179.945,-0.097,180.694434599,100,80
337,-160.632503016,81.1957128663,200.061,-179.945,-0.097,180.710112154,100,80
338,-161.626494829,81.1909257297,200.061,-179.945,-0.097,180.722353393,100,80
339,-162.622174812,81.1871400988,200.061,-179.945,-0.097,180.731153677,100,80
340,-163.619543144,81.1844750067,200.061,-179.945,-0.097,180.736513817,100,80
341,-164.618595125,81.1830460424,200.061,-179.945,-0.097,180.738444186,100,80
342,-165.619315834,81.1829603006,200.061,-179.945,-0.097,180.736975534,100,80
343,-166.621668284,81.1843047704,200.061,-179.945,-0.097,180.732183081,100,80
344,-167.625571006,81.1871231159,200.061,-179.945,-0.097,180.724232166,100,80
345,-168.630862599,81.1913762322,200.061,-179.945,-0.097,180.713450548,100,80
346,-169.637256772,81.1968871281,200.061,-179.945,-0.097,180.700420234,100,80
347,-170.644301767,81.203281964,200.061,-179.945,-0.097,180.686060634,100,80
348,-171.651368233,81.2099532405,200.061,-179.945,-0.097,180.671653905,100,80
349,-172.657691208,81.2160790814,200.061,-179.945,-0.097,180.65875994,100,80
350,-173.662477583,81.2207232548,200.061,-179.945,-0.097,180.64899735,100,80
351,-174.665061578,81.2230102438,200.061,-179.945,-0.097,180.643725733,100,80
352,-174.193006146,80.664253568,200.061,-179.945,-0.097,181.633881506,100,80
353,-173.711565578,80.1134193549,200.061,-179.945,-0.097,182.624037279,100,80
354,-173.22087265,79.5706651931,200.061,-179.945,-0.097,183.614193052,100,80
355,-172.721062783,79.0361464494,200.061,-179.945,-0.097,184.604348826,100,80
356,-172.212274004,78.5100162245,200.061,-179.945,-0.097,185.594504599,100,80
357,-171.694646912,77.9924253088,200.061,-179.945,-0.097,186.584660372,100,80
358,-171.168324637,77.4835221399,200.061,-179.945,-0.097,187.574816145,100,80
359,-170.633452802,76.9834527593,200.061,-179.945,-0.097,188.564971918,100,80
360,-170.090179483,76.4923607714,200.061,-179.945,-0.097,189.555127692,100,80
361,-169.538655165,76.0103873017,200.061,-179.945,-0.097,190.545283465,100,80
362,-168.979032706,75.5376709565,200.061,-179.945,-0.097,191.535439238,100,80
363,-168.411467291,75.0743477833,200.061,-179.945,-0.097,192.525595011,100,80
364,-167.83611639,74.6205512314,200.061,-179.945,-0.097,193.515750784,100,80
365,-167.253139716,74.1764121137,200.061,-179.945,-0.097,194.505906558,100,80
366,-166.662699177,73.742058569,200.061,-179.945,-0.097,195.496062331,100,80
367,-166.064958839,73.317616025,200.061,-179.945,-0.097,196.486218104,100,80
368,-165.46008487,72.9032071622,200.061,-179.945,-0.097,197.476373877,100,80
369,-164.848245505,72.4989518785,200.061,-179.945,-0.097,198.46652965,100,80
370,-164.22961099,72.1049672545,200.061,-179.945,-0.097,199.456685423,100,80
371,-163.604353543,71.7213675197,200.061,-179.945,-0.097,200.446841197,100,80
372,-162.972647299,71.3482640191,200.061,-179.945,-0.097,201.43699697,100,80
373,-162.334668267,70.9857651816,200.061,-179.945,-0.097,202.427152743,100,80
374,-161.69059428,70.6339764875,200.061,-179.945,-0.097,203.417308516,100,80
375,-161.040604943,70.2930004389,200.061,-179.945,-0.097,204.407464289,100,80
376,-160.384881588,69.9629365291,200.061,-179.945,-0.097,205.397620063,100,80
377,-159.723607219,69.6438812138,200.061,-179.945,-0.097,206.387775836,100,80
378,-159.056966464,69.3359278831,200.061,-179.945,-0.097,207.377931609,100,80
379,-158.385145522,69.039166834,200.061,-179.945,-0.097,208.368087382,100,80
380,-157.708332113,68.7536852438,200.061,-179.945,-0.097,209.358243155,100,80
381,-157.026715424,68.479567145,200.061,-179.945,-0.097,210.348398928,100,80
382,-156.340486059,68.2168933998,200.061,-179.945,-0.097,211.338554702,100,80
383,-155.649835981,67.9657416771,200.061,-179.945,-0.097,212.328710475,100,80
384,-154.954958465,67.7261864288,200.061,-179.945,-0.097,213.318866248,100,80
385,-154.256048039,67.4982988683,200.061,-179.945,-0.097,214.309022021,100,80
386,-153.541796611,67.2969380506,200.061,-179.945,-0.097,215.300567242,100,80
387,-152.824420208,67.1077701823,200.061,-179.945,-0.097,216.292112463,100,80
388,-152.104126845,66.9308431731,200.061,-179.945,-0.097,217.283657683,100,80
389,-151.38112526,66.7662013866,200.061,-179.945,-0.097,218.275202904,100,80
390,-150.655624852,66.6138856291,200.061,-179.945,-0.097,219.266748125,100,80
391,-149.927835626,66.4739331398,200.061,-179.945,-0.097,220.258293345,100,80
392,-149.197968126,66.3463775829,200.061,-179.945,-0.097,221.249838566,100,80
393,-148.466233376,66.231249039,200.061,-179.945,-0.097,222.241383787,100,80
394,-147.732842823,66.1285739993,200.061,-179.945,-0.097,223.232929008,100,80
395,-146.998008269,66.0383753598,200.061,-179.945,-0.097,224.224474228,100,80
396,-146.261941818,65.9606724165,200.061,-179.945,-0.097,225.216019449,100,80
397,-145.524855807,65.8954808626,200.061,-179.945,-0.097,226.20756467,100,80
398,-144.786962749,65.8428127853,200.061,-179.945,-0.097,227.199109891,100,80
399,-144.048475273,65.802676665,200.061,-179.945,-0.097,228.190655111,100,80
400,-143.30960606,65.7750773747,200.061,-179.945,-0.097,229.182200332,100,80
401,-142.570567783,65.7600161807,200.061,-179.945,-0.097,230.173745553,100,80
402,-141.831573046,65.7574907442,200.061,-179.945,-0.097,231.165290773,100,80
403,-141.092834321,65.7674951243,200.061,-179.945,-0.097,232.156835994,100,80
404,-140.354563891,65.7900197817,200.061,-179.945,-0.097,233.148381215,100,80
405,-139.616973787,65.8250515834,200.061,-179.945,-0.097,234.139926436,100,80
406,-138.880275725,65.8725738086,200.061,-179.945,-0.097,235.131471656,100,80
407,-138.144681049,65.9325661557,200.061,-179.945,-0.097,236.123016877,100,80
408,-137.410400669,66.0050047499,200.061,-179.945,-0.097,237.114562098,100,80
409,-136.677645,66.0898621526,200.061,-179.945,-0.097,238.106107318,100,80
410,-135.946623901,66.1871073707,200.061,-179.945,-0.097,239.097652539,100,80
411,-135.21754662,66.2967058683,200.061,-179.945,-0.097,240.08919776,100,80
412,-134.490621727,66.4186195778,200.061,-179.945,-0.097,241.080742981,100,80
413,-133.766057061,66.5528069139,200.061,-179.945,-0.097,242.072288201,100,80
414,-133.044059665,66.6992227865,200.061,-179.945,-0.097,243.063833422,100,80
415,-132.324835731,66.8578186164,200.061,-179.945,-0.097,244.055378643,100,80
416,-131.608590542,67.0285423511,200.061,-179.945,-0.097,245.046923863,100,80
417,-130.895528409,67.2113384817,200.061,-179.945,-0.097,246.038469084,100,80
418,-130.185852616,67.4061480607,200.061,-179.945,-0.097,247.030014305,100,80
419,-129.479765363,67.6129087212,200.061,-179.945,-0.097,248.021559526,100,80
420,-128.777467704,67.8315546965,200.061,-179.945,-0.097,249.013104746,100,80
421,-128.079159498,68.0620168412,200.061,-179.945,-0.097,250.004649967,100,80
422,-127.385039343,68.3042226528,200.061,-179.945,-0.097,250.996195188,100,80
423,-126.695304526,68.5580962946,200.061,-179.945,-0.097,251.987740409,100,80
424,-126.010150964,68.8235586193,200.061,-179.945,-0.097,252.979285629,100,80
425,-125.329773152,69.1005271938,200.061,-179.945,-0.097,253.97083085,100,80
426,-124.654364104,69.3889163244,200.061,-179.945,-0.097,254.962376071,100,80
427,-123.984115299,69.6886370839,200.061,-179.945,-0.097,255.953921291,100,80
428,-123.31921663,69.9995973382,200.061,-179.945,-0.097,256.945466512,100,80
429,-122.659856347,70.3217017754,200.061,-179.945,-0.097,257.937011733,100,80
430,-122.006221005,70.6548519344,200.061,-179.945,-0.097,258.928556954,100,80
431,-121.358495413,70.9989462353,200.061,-179.945,-0.097,259.920102174,100,80
432,-120.716862579,71.3538800103,200.061,-179.945,-0.097,260.911647395,100,80
433,-120.081503661,71.7195455355,200.061,-179.945,-0.097,261.903192616,100,80
434,-119.452597914,72.0958320636,200.061,-179.945,-0.097,262.894737836,100,80
435,-118.830322642,72.4826258573,200.061,-179.945,-0.097,263.886283057,100,80
436,-118.214853145,72.8798102241,200.061,-179.945,-0.097,264.877828278,100,80
437,-117.606362673,73.2872655511,200.061,-179.945,-0.097,265.869373499,100,80
438,-117.005022377,73.7048693408,200.061,-179.945,-0.097,266.860918719,100,80
439,-116.411001257,74.1324962489,200.061,-179.945,-0.097,267.85246394,100,80
440,-117.440399349,74.1109440195,200.061,-179.945,-0.097,267.804597894,100,80
441,-118.434328064,74.1143968473,200.061,-179.945,-0.097,267.814477587,100,80
442,-119.421531378,74.1220702792,200.061,-179.945,-0.097,267.835305824,100,80
443,-120.400873373,74.1343023399,200.061,-179.945,-0.097,267.868938524,100,80
444,-121.371013051,74.1514664195,200.061,-179.945,-0.097,267.91757223,100,80
445,-122.33067741,74.1737963909,200.061,-179.945,-0.097,267.983301751,100,80
446,-123.278848558,74.2012957069,200.061,-179.945,-0.097,268.067816747,100,80
447,-124.214834561,74.2337307357,200.061,-179.945,-0.097,268.172286162,100,80
448,-125.13824472,74.2706788188,200.061,-179.945,-0.097,268.29739709,100,80
449,-126.048915122,74.3115946766,200.061,-179.945,-0.097,268.443473997,100,80
450,-126.946827525,74.3558690447,200.061,-179.945,-0.097,268.610608734,100,80
451,-127.832046661,74.4028687319,200.061,-179.945,-0.097,268.798760734,100,80
452,-128.704683837,74.4519582957,200.061,-179.945,-0.097,269.007814551,100,80
453,-129.564889229,74.5025066116,200.061,-179.945,-0.097,269.237590594,100,80
454,-130.412887748,74.5538774418,200.061,-179.945,-0.097,269.487784253,100,80
455,-131.249106419,74.6053945881,200.061,-179.945,-0.097,269.75775362,100,80
456,-132.074489571,74.6562650223,200.061,-179.945,-0.097,270.045995202,100,80
457,-132.891132884,74.7054483174,200.061,-179.945,-0.097,270.34908759,100,80
458,-133.703321435,74.7514922859,200.061,-179.945,-0.097,270.659957149,100,80
459,-134.518846038,74.7924186882,200.061,-179.945,-0.097,270.965670169,100,80
460,-135.350082544,74.8258145623,200.061,-179.945,-0.097,271.245610984,100,80
461,-136.21392381,74.8492977216,200.061,-179.945,-0.097,271.471577876,100,80
462,-137.129624658,74.8613965586,200.061,-179.945,-0.097,271.611388285,100,80
463,-138.114296422,74.8625905414,200.061,-179.945,-0.097,271.636441281,100,80
464,-139.177096347,74.855930999,200.061,-179.945,-0.097,271.531457573,100,80
465,-140.314420383,74.8466063806,200.061,-179.945,-0.097,271.302485845,100,80
466,-141.50865634,74.8402939499,200.061,-179.945,-0.097,270.978902867,100,80
467,-142.731748302,74.8409843533,200.061,-179.945,-0.097,270.607401583,100,80
468,-143.952467166,74.8494974311,200.061,-179.945,-0.097,270.239892265,100,80
469,-145.144317974,74.8635349664,200.061,-179.945,-0.097,269.9204118,100,80
470,-146.290804665,74.8790739795,200.061,-179.945,-0.097,269.676411896,100,80
471,-147.386427891,74.892101773,200.061,-179.945,-0.097,269.517084307,100,80
472,-148.434066722,74.8997388224,200.061,-179.945,-0.097,269.437673194,100,80
473,-149.440810176,74.9004429757,200.061,-179.945,-0.097,269.42638429,100,80
474,-150.414281852,74.8935881717,200.061,-179.945,-0.097,269.470500992,100,80
475,-151.360515152,74.8788936368,200.061,-179.945,-0.097,269.55993058,100,80
476,-152.283360651,74.8560212652,200.061,-179.945,-0.097,269.688196159,100,80
477,-153.184822775,74.8244162107,200.061,-179.945,-0.097,269.851874447,100,80
478,-154.065690165,74.7833151864,200.061,-179.945,-0.097,270.049540669,100,80
479,-154.926079467,74.7318181832,200.061,-179.945,-0.097,270.280856763,100,80
480,-155.765779787,74.6689580093,200.061,-179.945,-0.097,270.545992034,100,80
481,-156.584439341,74.5937501557,200.061,-179.945,-0.097,270.845307328,100,80
482,-157.381688832,74.5052384748,200.061,-179.945,-0.097,271.179146031,100,80
483,-158.157308453,74.4025741832,200.061,-179.945,-0.097,271.547556632,100,80
484,-158.911559073,74.285187399,200.061,-179.945,-0.097,271.949753327,100,80
485,-159.645807448,74.153128672,200.061,-179.945,-0.097,272.383112706,100,80
486,-160.363530066,74.007646567,200.061,-179.945,-0.097,272.841587031,100,80
487,-161.071617273,73.8519876725,200.061,-179.945,-0.097,273.31368422,100,80
488,-161.781607723,73.6922432125,200.061,-179.945,-0.097,273.780624627,100,80
489,-162.510173929,73.537877544,200.061,-179.945,-0.097,274.215740812,100,80
490,-163.278090293,73.4014883815,200.061,-179.945,-0.097,274.58626283,100,80
491,-164.107282088,73.297493631,200.061,-179.945,-0.097,274.857999458,100,80
492,-165.016384938,73.239821369,200.061,-179.945,-0.097,275.002147798,100,80
493,-164.900221357,72.9577327419,200.061,-179.945,-0.097,275.713065702,100,80
494,-164.780640849,72.6729719121,200.061,-179.945,-0.097,276.423983606,100,80
495,-164.657559207,72.385580879,200.061,-179.945,-0.097,277.13490151,100,80
496,-164.019789574,71.9999237168,200.061,-179.945,-0.097,278.12877046,100,80
497,-163.375634461,71.6252767434,200.061,-179.945,-0.097,279.12263941,100,80
498,-162.725283862,71.2617454708,200.061,-179.945,-0.097,280.116508361,100,80
499,-162.06892951,70.9094321336,200.061,-179.945,-0.097,281.110377311,100,80
500,-161.406764822,70.5684356608,200.061,-179.945,-0.097,282.104246262,100,80
501,-160.738984842,70.2388516481,200.061,-179.945,-0.097,283.098115212,100,80
502,-160.065786179,69.9207723308,200.061,-179.945,-0.097,284.091984162,100,80
503,-159.387366958,69.6142865589,200.061,-179.945,-0.097,285.085853113,100,80
504,-158.703926752,69.3194797717,200.061,-179.945,-0.097,286.079722063,100,80
505,-158.01566653,69.0364339745,200.061,-179.945,-0.097,287.073591013,100,80
506,-157.322788597,68.7652277159,200.061,-179.945,-0.097,288.067459964,100,80
507,-156.625496529,68.5059360661,200.061,-179.945,-0.097,289.061328914,100,80
508,-155.923995123,68.2586305963,200.061,-179.945,-0.097,290.055197864,100,80
509,-155.218490328,68.0233793593,200.061,-179.945,-0.097,291.049066815,100,80
510,-154.509189189,67.8002468705,200.061,-179.945,-0.097,292.042935765,100,80
511,-153.796299785,67.5892940906,200.061,-179.945,-0.097,293.036804715,100,80
512,-153.080031169,67.3905784095,200.061,-179.945,-0.097,294.030673666,100,80
513,-152.360593306,67.20415363,200.061,-179.945,-0.097,295.024542616,100,80
514,-151.63819701,67.0300699544,200.061,-179.945,-0.097,296.018411567,100,80
515,-150.913053887,66.8683739704,200.061,-179.945,-0.097,297.012280517,100,80
516,-150.185376266,66.7191086391,200.061,-179.945,-0.097,298.006149467,100,80
517,-149.455377144,66.582313284,200.061,-179.945,-0.097,299.000018418,100,80
518,-148.723270119,66.4580235803,200.061,-179.945,-0.097,299.993887368,100,80
519,-147.989269329,66.3462715466,200.061,-179.945,-0.097,300.987756318,100,80
520,-147.25358939,66.2470855361,200.061,-179.945,-0.097,301.981625269,100,80
521,-146.516445332,66.1604902301,200.061,-179.945,-0.097,302.975494219,100,80
522,-145.778052538,66.0865066321,200.061,-179.945,-0.097,303.969363169,100,80
523,-145.038626678,66.0251520629,200.061,-179.945,-0.097,304.96323212,100,80
524,-144.298383651,65.9764401567,200.061,-179.945,-0.097,305.95710107,100,80
525,-143.557539517,65.940380859,200.061,-179.945,-0.097,306.950970021,100,80
526,-142.816310437,65.9169804244,200.061,-179.945,-0.097,307.944838971,100,80
527,-142.074912608,65.9062414166,200.061,-179.945,-0.097,308.938707921,100,80
528,-141.333562204,65.9081627084,200.061,-179.945,-0.097,309.932576872,100,80
529,-140.592475307,65.9227394842,200.061,-179.945,-0.097,310.926445822,100,80
530,-139.851867849,65.9499632417,200.061,-179.945,-0.097,311.920314772,100,80
531,-139.111955547,65.9898217967,200.061,-179.945,-0.097,312.914183723,100,80
532,-138.37295384,66.0422992872,200.061,-179.945,-0.097,313.908052673,100,80
533,-137.635077828,66.1073761797,200.061,-179.945,-0.097,314.901921623,100,80
534,-136.898542208,66.1850292761,200.061,-179.945,-0.097,315.895790574,100,80
535,-136.163561212,66.2752317218,200.061,-179.945,-0.097,316.889659524,100,80
536,-135.430348545,66.3779530151,200.061,-179.945,-0.097,317.883528475,100,80
537,-134.699117323,66.4931590166,200.061,-179.945,-0.097,318.877397425,100,80
538,-133.97008001,66.6208119614,200.061,-179.945,-0.097,319.871266375,100,80
539,-133.243448358,66.7608704709,200.061,-179.945,-0.097,320.865135326,100,80
540,-132.519433344,66.9132895659,200.061,-179.945,-0.097,321.859004276,100,80
541,-131.798245111,67.0780206817,200.061,-179.945,-0.097,322.852873226,100,80
542,-131.080092904,67.2550116828,200.061,-179.945,-0.097,323.846742177,100,80
543,-130.365185013,67.4442068799,200.061,-179.945,-0.097,324.840611127,100,80
544,-129.65372871,67.645547047,200.061,-179.945,-0.097,325.834480077,100,80
545,-128.945930188,67.8589694402,200.061,-179.945,-0.097,326.828349028,100,80
546,-128.241994506,68.0844078171,200.061,-179.945,-0.097,327.822217978,100,80
547,-127.542125524,68.3217924571,200.061,-179.945,-0.097,328.816086928,100,80
548,-126.846525849,68.5710501837,200.061,-179.945,-0.097,329.809955879,100,80
549,-126.155396774,68.8321043861,200.061,-179.945,-0.097,330.803824829,100,80
550,-125.468938219,69.1048750432,200.061,-179.945,-0.097,331.79769378,100,80
551,-124.787348674,69.3892787485,200.061,-179.945,-0.097,332.79156273,100,80
552,-124.110825144,69.6852287347,200.061,-179.945,-0.097,333.78543168,100,80
553,-123.439563089,69.9926349009,200.061,-179.945,-0.097,334.779300631,100,80
554,-122.773756369,70.3114038398,200.061,-179.945,-0.097,335.773169581,100,80
555,-122.113597187,70.6414388661,200.061,-179.945,-0.097,336.767038531,100,80
556,-121.459276037,70.9826400456,200.061,-179.945,-0.097,337.760907482,100,80
557,-120.810981644,71.3349042259,200.061,-179.945,-0.097,338.754776432,100,80
558,-120.168900914,71.6981250672,200.061,-179.945,-0.097,339.748645382,100,80
559,-119.533218878,72.0721930744,200.061,-179.945,-0.097,340.742514333,100,80
560,-118.961398085,72.4602980711,200.061,-179.945,-0.097,341.704382678,100,80
561,-118.396428263,72.8571016521,200.061,-179.945,-0.097,342.666251023,100,80
562,-117.838440232,73.2624834185,200.061,-179.945,-0.097,343.628119368,100,80
563,-117.287562707,73.6763210316,200.061,-179.945,-0.097,344.589987713,100,80
564,-116.743922266,74.0984902499,200.061,-179.945,-0.097,345.551856058,100,80
565,-116.207643326,74.5288649663,200.061,-179.945,-0.097,346.513724403,100,80
566,-115.678848111,74.9673172457,200.061,-179.945,-0.097,347.475592748,100,80
567,-115.15765663,75.4137173625,200.061,-179.945,-0.097,348.437461092,100,80
568,-114.644186649,75.8679338395,200.061,-179.945,-0.097,349.399329437,100,80
569,-114.138553667,76.3298334861,200.061,-179.945,-0.097,350.361197782,100,80
570,-113.640870893,76.7992814376,200.061,-179.945,-0.097,351.323066127,100,80
571,-113.151249218,77.2761411943,200.061,-179.945,-0.097,352.284934472,100,80
572,-112.669797196,77.7602746611,200.061,-179.945,-0.097,353.246802817,100,80
573,-112.196621022,78.2515421879,200.061,-179.945,-0.097,354.208671162,100,80
574,-111.731824508,78.7498026094,200.061,-179.945,-0.097,355.170539507,100,80
575,-111.275509062,79.2549132858,200.061,-179.945,-0.097,356.132407852,100,80
576,-110.827773669,79.7667301436,200.061,-179.945,-0.097,357.094276197,100,80
577,-110.388714874,80.2851077169,200.061,-179.945,-0.097,358.056144542,100,80
578,-109.958426756,80.8098991884,200.061,-179.945,-0.097,359.018012887,100,80
579,-110.951041142,80.8173669241,200.061,-179.945,-0.097,359.032855696,100,80
580,-111.937027653,80.8316685669,200.061,-179.945,-0.097,359.061033101,100,80
581,-112.917697294,80.8510000919,200.061,-179.945,-0.097,359.099925604,100,80
582,-113.894601279,80.8734535303,200.061,-179.945,-0.097,359.146429272,100,80
583,-114.869221631,80.8973442569,200.061,-179.945,-0.097,359.19757299,100,80
584,-115.842762661,80.9213944358,200.061,-179.945,-0.097,359.250936948,100,80
585,-116.816075172,80.944763933,200.061,-179.945,-0.097,359.304807002,100,80
586,-117.789687091,80.9669771089,200.061,-179.945,-0.097,359.358115737,100,80
587,-118.763887449,80.9878102651,200.061,-179.945,-0.097,359.41027555,100,80
588,-119.738816089,81.007188286,200.061,-179.945,-0.097,359.460999203,100,80
589,-120.714532865,81.0251117838,200.061,-179.945,-0.097,359.510160935,100,80
590,-121.691060514,81.0416149998,200.061,-179.945,-0.097,359.557710189,100,80
591,-122.668406774,81.0567453587,200.061,-179.945,-0.097,359.603627031,100,80
592,-123.646574041,81.0705550104,200.061,-179.945,-0.097,359.647902649,100,80
593,-124.625563008,81.0830977898,200.061,-179.945,-0.097,359.690531983,100,80
594,-125.605373923,81.0944282147,200.061,-179.945,-0.097,359.731511181,100,80
595,-126.586007031,81.1046011505,200.061,-179.945,-0.097,359.770836676,100,80
596,-127.567462778,81.1136716848,200.061,-179.945,-0.097,359.808504777,100,80
597,-128.549741898,81.1216950877,200.061,-179.945,-0.097,359.844511474,100,80
598,-129.532845398,81.1287268392,200.061,-179.945,-0.097,359.878852453,100,80
599,-130.516774423,81.1348227044,200.061,-179.945,-0.097,359.911523363,100,80
600,-131.501530062,81.1400388088,200.061,-179.945,-0.097,359.942520193,100,80
601,-132.487113216,81.1444316611,200.061,-179.945,-0.097,359.971839536,100,80
602,-133.473524584,81.1480581136,200.061,-179.945,-0.097,359.9994786,100,80
603,-134.460764744,81.1509752969,200.061,-179.945,-0.097,360.025435037,100,80
604,-134.448852776,81.1539211204,200.061,-179.945,-0.097,360.049705826,100,80
605,-233.692718742,51.1539211204,200.061,-179.945,-0.097,360.049705826,100,80
